"ID","filename","序號","預算年度","預算部分","歲出歲入","category","full_name","result","提案人","連署人","place","time_place","cost","action","日期","名稱","url","註記","內容","併案審查註記","who","deleted","frozen","item","item_note","last_cost","last_budget","budget_diff","budget_url"
21,"委員會-11-2-15-12","2",114,"關於原住民族委員會、原住民族文化發展中心部分。","歲出部分","原民會","原住民族委員會","保留","許宇甄;黃建賓;張智倫;許宇甄;黃建賓;張智倫",NA,"內政委員會","2024/11/25（內政委員會）","19769000","凍結","2024-11-25","第11屆第2會期內政委員會第12次全體委員會議","https://ppg.ly.gov.tw/ppg/sittings/2024112278/details?meetingDate=113/11/25&meetingTime=09:00-17:30&departmentCode=null",NA,"原住民族委員會114年於綜合規劃發展計畫下，編列南島民族論壇六年計畫(109至114年)，分配本科目編列1,976萬9千元。由於本計畫已執行5年，對臺灣原住民族並無實質效益，爰凍結該項預算，俟原住民族委員會提出有益於原住民族發展之計畫項目及修正支用說明，並經立法院內政委員會同意後，始得動支。【56】",NA,"許宇甄、黃建賓、張智倫","0","19769000","03703610200 綜合規劃發展 > 04 推展原住民族國際事務經費 > 子計畫","南島民族論壇六年計畫(109年至114年)，行政院108年3月19日院臺原字第1080007991號函同意，計畫總經費380370千元，公務預算負擔257970千元，分6年辦理，109至113年已編列224927千元，本年度編列33043千元，分配本科目編列19769千元",NA,"20833000","-1064000 (-5%)","https://www.cip.gov.tw/zh-tw/news/data-list/AD87E77E23958BA0/D063800730D7E8AE005A2849869E4F36-info.html"
22,"委員會-11-2-15-12","3",114,"關於原住民族委員會、原住民族文化發展中心部分。","歲出部分","原民會","原住民族委員會","保留","牛煦庭","黃建賓;許宇甄","內政委員會","2024/11/25（內政委員會）","19769000","凍結","2024-11-25","第11屆第2會期內政委員會第12次全體委員會議","https://ppg.ly.gov.tw/ppg/sittings/2024112278/details?meetingDate=113/11/25&meetingTime=09:00-17:30&departmentCode=null",NA,"114年度原住民族委員會歲出預算第2目「綜合規劃發展-推展原住民族國際事務經費-業務費」南島民族論壇六年計畫(109至114年)編列預算1,976萬9千元。為推動新南向政策，拓展國際原住民族及大陸地區少數民族交流，原住民族委員會於114年度賡續編列「南島民族論壇六年計畫(109至114年)」，復依「行政院所屬各機關中長程個案計畫編審要點」第5點第1項第2款規定略以，中長程個案計畫內容除法令另有規定外，應包括計畫目標應具體說明，並儘量以產出型或成果效益型指標為原則。惟本計畫之績效指標多屬召開會議次數、辦理活動場次等類型，核有非成果效益型指標訂定之比率偏高，尚難具體展現各項計畫目標達成之成效，容有改善之空間，並應加以訂定及說明成果效益型績效指標，爰凍結該項預算40%，俟原住民族委員會向立法院內政委員會提出書面報告並經同意後，始得動支。【57】",NA,"牛煦庭（黃建賓、許宇甄）","0","19769000","03703610200 綜合規劃發展 > 04 推展原住民族國際事務經費 > 子計畫","南島民族論壇六年計畫(109年至114年)，行政院108年3月19日院臺原字第1080007991號函同意，計畫總經費380370千元，公務預算負擔257970千元，分6年辦理，109至113年已編列224927千元，本年度編列33043千元，分配本科目編列19769千元",NA,"20833000","-1064000 (-5%)","https://www.cip.gov.tw/zh-tw/news/data-list/AD87E77E23958BA0/D063800730D7E8AE005A2849869E4F36-info.html"
23,"委員會-11-2-15-12","4",114,"關於原住民族委員會、原住民族文化發展中心部分。","歲出部分","原民會","原住民族委員會","保留","黃建賓","牛煦庭;許宇甄","內政委員會","2024/11/25（內政委員會）","19769000","凍結","2024-11-25","第11屆第2會期內政委員會第12次全體委員會議","https://ppg.ly.gov.tw/ppg/sittings/2024112278/details?meetingDate=113/11/25&meetingTime=09:00-17:30&departmentCode=null",NA,"114年度原住民族委員會歲出預算第2目「綜合規劃發展-推展原住民族國際事務經費」編列南島民族論壇六年計畫編列預算1,976萬9千元。唯據立法院預算中心查察發現，該計畫113年度截至8月底，南島計畫預算執行未如預期，此外之績效指標屬非成果效益型之比率偏高，尚難具體展現各項計畫目標達成之成效，有違「行政院所屬各機關中長程個案計畫編審要點」第5點第1項第2款規定。為強化該項計畫執行效能，改善該會計畫管控機制，爰凍結該項預算5分之1,俟原住民族委員會於1個月內，向立法院內政委員會提出專案報告並經同意後，始得動支。【58】",NA,"黃建賓（牛煦庭、許宇甄）","0","19769000","03703610200 綜合規劃發展 > 04 推展原住民族國際事務經費 > 子計畫","南島民族論壇六年計畫(109年至114年)，行政院108年3月19日院臺原字第1080007991號函同意，計畫總經費380370千元，公務預算負擔257970千元，分6年辦理，109至113年已編列224927千元，本年度編列33043千元，分配本科目編列19769千元",NA,"20833000","-1064000 (-5%)","https://www.cip.gov.tw/zh-tw/news/data-list/AD87E77E23958BA0/D063800730D7E8AE005A2849869E4F36-info.html"
33,"委員會-11-2-15-12","20",114,"關於原住民族委員會、原住民族文化發展中心部分。","歲出部分","原民會","原住民族委員會","通過","高金素梅","黃建賓;許宇甄","內政委員會","2024/11/25（內政委員會）","1438900000","凍結","2024-11-25","第11屆第2會期內政委員會第12次全體委員會議","https://ppg.ly.gov.tw/ppg/sittings/2024112278/details?meetingDate=113/11/25&meetingTime=09:00-17:30&departmentCode=null",NA,"114年度原住民族委員會歲出預算第9目「原住民族教育推展-原住民族教育協調與發展經費」國家語言整體發展方案編列預算14億3,890萬元。111年行政院核定「國家語言整體發展方案」，其中原住民族委員會執行72億8,432萬2千元(分5年辦理)，114年度編列了14億3,890萬元。經查各族群語言推動組織及各族群語言推廣人員承接原住民族委員會、財團法人原住民族語言研究發展基金會辦理16個族群、42個語系別之族語復振、傳承、研究、發展及語料採集等，執行多項的計畫，惟人力及經費卻常年編列不到位。又查「原住民族語言保母獎助計畫」頗受族人重視，但因經費有限使各地方受員額限制，其中原鄉部落較多的隔代教養家庭之「親屬保母」，因員額限制就無法落實家家戶戶族語傳承之獎助，爰此，為落實行政院卓榮泰院長要求不浪費公帑，請原住民族委員會檢討「國家語言整體發展方案」具體執行計畫是否符合族人之現況及需求，爰凍結該項預算，俟原住民族委員會於2個月內，向立法院內政委員會提出專案報告並經同意後，始得動支。【148】",NA,"高金素梅（黃建賓、許宇甄）","0","1438900000","05103610300 原住民族教育推展 > 01 原住民族教育協調與發展經費 > 子計畫","國家語言整體發展方案，行政院111年7月15日院臺文字第1110021377號函同意，本會所需總經費7284322千元，分5年辦理，111至113年度編列4203177千元，本年度編列1438900千元業務費104600千元，委辦費20000千元，獎補助費1314300千元。〈對直轄市政府之補助73500千元，對各縣市政府之補助232800千元(經常門182000千元、資本門50800千元)，對特種基金之補助65000千元(經常門63500千元、資本門1500千元)，對國外之捐助2000千元，對國內團體之捐助941000千元(經常門882650千元、資本門58350千元)〉",NA,"1421812000","17088000 (+1%)","https://www.cip.gov.tw/zh-tw/news/data-list/AD87E77E23958BA0/D063800730D7E8AE005A2849869E4F36-info.html"
34,"委員會-11-2-15-12","33",114,"關於原住民族委員會、原住民族文化發展中心部分。","歲出部分","原民會","原住民族委員會","通過","麥玉珍","牛煦庭;許宇甄","內政委員會","2024/11/25（內政委員會）","1554000","凍結","2024-11-25","第11屆第2會期內政委員會第12次全體委員會議","https://ppg.ly.gov.tw/ppg/sittings/2024112278/details?meetingDate=113/11/25&meetingTime=09:00-17:30&departmentCode=null",NA,"114年度原住民族委員會歲出預算第2目「綜合規劃發展-推展原住民族國際事務經費-業務費-國外旅費」編列預算155萬4千元。經查114年度所編列之國外旅費項目中，多次出現相似的國際會議和論壇，針對不同領域的議題但參加的層級和形式相似，可能存在重覆支出的現象，且某些國際會議的參加是否對實質政策推動具明顯效益尚待評估，例如南島民族論壇的訪問交流計畫，花費不小，對實際政策落地的效果可能有限。另預算顯示派出人數多達15人，但部分活動的性質僅需少數代表即可達到宣傳效果。重新評估派員需求並減少不必要的人力支出，以集中資源於更具實質效益的項目，應評估該項開支對族群福祉的直接貢獻，爰凍結該項預算，俟原住民族委員會於1個月內，向立法院內政委員會提出專案報告，詳細說明上述議題，並經同意後，始得動支。【62】","114 年度原住民族委員會歲出預算第 2 目「綜合規劃發展」編列 1 億 5,052 萬 1 千元，爰就下列各案併案凍結 300 萬元，俟原住民族委員會向立法院內政委員 會提出專案報告並經同意後，始得動支。","麥玉珍（牛煦庭、許宇甄）","0","3000000","06303610400 社會服務推展 > 01 原住民族社會安全發展計畫 > 子計畫","辦理原住民就業狀況調查相關業務1554千元。〈委辦費〉",NA,"1930000","-376000 (-19%)","https://www.cip.gov.tw/zh-tw/news/data-list/AD87E77E23958BA0/D063800730D7E8AE005A2849869E4F36-info.html"
35,"委員會-11-2-15-12","1",114,"關於原住民族委員會、原住民族文化發展中心部分。","歲出部分","原民會","原住民族委員會","通過","麥玉珍","牛煦庭;許宇甄","內政委員會","2024/11/25（內政委員會）","1642915000","凍結","2024-11-25","第11屆第2會期內政委員會第12次全體委員會議","https://ppg.ly.gov.tw/ppg/sittings/2024112278/details?meetingDate=113/11/25&meetingTime=09:00-17:30&departmentCode=null",NA,"114年度原住民族委員會歲出預算第5目「公共建設業務」編列預算16億4,291萬5千元。有鑑於114年度預算案中，針對「公共建設業務」在照顧經濟弱勢家戶的居住需求，並建立都市原住民族永續家園的目標，政府推動了「原住民文化家屋修繕」計畫。該計畫目前僅涵蓋四個縣市，分別為屏東縣、臺東縣、嘉義縣及高雄市。然而，其他地區的原住民族並未被納入此計畫，尤其是花蓮縣。花蓮縣近年來屢次遭受颱風侵襲，房屋毀損嚴重，主要原因可能在於當地家屋修繕不完整。此外，113年4月的地震亦對該地區造成重大損害。為更有效防範未來的自然災害，政府應將花蓮縣納入「公共建設業務」的考量，進一步完善災害應對及修繕措施，以確保當地原住民族的居住安全與永續發展，並研擬相關精進做法，爰凍結該項預算，俟原住民族委員會於1個月內，向立法院內政委員會提出專案報告並經同意後，始得動支。【101】","114 年度原住民族委員會歲出預算第 5 目「公共建設業務」編列 16 億 4,291 萬 5千元，爰就下列各案併案凍結 2,000 萬元，俟原住民族委員會向立法院內政委員 會提出專案報告並經同意後，始得動支。","麥玉珍（牛煦庭、許宇甄）","0","20000000","3703610700 公共建設業務",NA,"1239596000","1539910000","103005000 (+7%)","https://www.cip.gov.tw/zh-tw/news/data-list/AD87E77E23958BA0/D063800730D7E8AE005A2849869E4F36-info.html"
36,"委員會-11-2-15-12","2",114,"關於原住民族委員會、原住民族文化發展中心部分。","歲出部分","原民會","原住民族委員會","通過","麥玉珍","牛煦庭;許宇甄","內政委員會","2024/11/25（內政委員會）","1642915000","凍結","2024-11-25","第11屆第2會期內政委員會第12次全體委員會議","https://ppg.ly.gov.tw/ppg/sittings/2024112278/details?meetingDate=113/11/25&meetingTime=09:00-17:30&departmentCode=null",NA,"114年度原住民族委員會歲出預算第5目「公共建設業務」編列預算16億4,291萬5千元。根據「數位發展部112年的數位發展調查報告」指出，原住民的家戶連網情形中，基礎的手機4G或5G行動網路、家戶架設固網寬頻、或是Wi-Fi分享器建置的普及率皆低於其他族群，甚至連家中無法上網的比率也是最高，顯示原住民族跟其他群族相比確實存在著數位落差的問題，而為解決原住民師資尋找不易，以及地理限制等問題，教育部國教署推動原住民族語文直播共學計畫，但從資料中來看，不管是山地原住民族區，或是平地原住民族區，「家中無法上網」的比率都偏高，顯示有些原住民族地區的學生根本沒辦法在家遠距學習或補課，導致受教權遭到剝奪，爰凍結該項預算，請原住民族委員會研擬如何務實提高原住民族的家戶連網率，以避免數位落差造成差距擴大，俟原住民族委員會於3個月內，向立法院內政委員會提出專案報告並經同意後，始得動支。【102】","114 年度原住民族委員會歲出預算第 5 目「公共建設業務」編列 16 億 4,291 萬 5千元，爰就下列各案併案凍結 2,000 萬元，俟原住民族委員會向立法院內政委員 會提出專案報告並經同意後，始得動支。","麥玉珍（牛煦庭、許宇甄）","0","20000000","3703610700 公共建設業務",NA,"1239596000","1539910000","103005000 (+7%)","https://www.cip.gov.tw/zh-tw/news/data-list/AD87E77E23958BA0/D063800730D7E8AE005A2849869E4F36-info.html"
37,"委員會-11-2-15-12","3",114,"關於原住民族委員會、原住民族文化發展中心部分。","歲出部分","原民會","原住民族委員會","通過","麥玉珍","牛煦庭;許宇甄","內政委員會","2024/11/25（內政委員會）","1642915000","凍結","2024-11-25","第11屆第2會期內政委員會第12次全體委員會議","https://ppg.ly.gov.tw/ppg/sittings/2024112278/details?meetingDate=113/11/25&meetingTime=09:00-17:30&departmentCode=null",NA,"114年度原住民族委員會歲出預算第5目「公共建設業務」編列預算16億4,291萬5千元。鑑於原住民族地區除了軟體設備有待強化以外，相關硬體資源仍顯不足，而目前為各縣市政府各自針對原住民弱勢家庭提供資訊設備的補助，有些縣市有辦理，有些縣市則無，而有辦理補助計畫的各地方政府之設定補助對象資格與補助金額也都有所不同，爰凍結該項預算，為擴大受益對象，請原住民族委員會審酌評估統一訂定資訊設備補助方案或是相關福利措施之可行性及合理性，俟原住民族委員會於3個月內，向立法院內政委員會提出專案報告並經同意後，始得動支。【103】","114 年度原住民族委員會歲出預算第 5 目「公共建設業務」編列 16 億 4,291 萬 5千元，爰就下列各案併案凍結 2,000 萬元，俟原住民族委員會向立法院內政委員 會提出專案報告並經同意後，始得動支。","麥玉珍（牛煦庭、許宇甄）","0","20000000","3703610700 公共建設業務",NA,"1239596000","1539910000","103005000 (+7%)","https://www.cip.gov.tw/zh-tw/news/data-list/AD87E77E23958BA0/D063800730D7E8AE005A2849869E4F36-info.html"
38,"委員會-11-2-15-12","4",114,"關於原住民族委員會、原住民族文化發展中心部分。","歲出部分","原民會","原住民族委員會","通過","牛煦庭","黃建賓;丁學忠;林倩綺","內政委員會","2024/11/25（內政委員會）","1642915000","凍結","2024-11-25","第11屆第2會期內政委員會第12次全體委員會議","https://ppg.ly.gov.tw/ppg/sittings/2024112278/details?meetingDate=113/11/25&meetingTime=09:00-17:30&departmentCode=null",NA,"114年度原住民族委員會預算案於第5目「公共建設業務」編列預算16億4,291萬5千元。原住民族部落的安全與永續發展攸關族群福祉，提升部落基礎設施與生活品質的重要責任，亦應為相關公共建設計畫的首要目標。然目前部落在道路改善養護、聚落安居方面的實際改善成效不明，特別是在風災等自然災害面前，安全問題依然突出。然計畫中有些概念尚未清晰界定，如「主流化友善空間」，該計畫是否切合部落需求與文化特性，或其資源配置是否能有效改善現有問題，均需更進一步的說明與檢討。為確保公共建設資源運用合理，並切實提升部落的安全與生活品質，原住民族委員會應針對上述計畫提出具體規劃內容、執行成果及效益評估報告，以利審查，爰凍結該項預算，俟原住民族委員會於2個月內，向立法院內政委員會提出專案報告並經同意後，始得動支。【104】","114 年度原住民族委員會歲出預算第 5 目「公共建設業務」編列 16 億 4,291 萬 5千元，爰就下列各案併案凍結 2,000 萬元，俟原住民族委員會向立法院內政委員 會提出專案報告並經同意後，始得動支。","牛煦庭（黃建賓、丁學忠、林倩綺）","0","20000000","3703610700 公共建設業務",NA,"1239596000","1539910000","103005000 (+7%)","https://www.cip.gov.tw/zh-tw/news/data-list/AD87E77E23958BA0/D063800730D7E8AE005A2849869E4F36-info.html"
39,"委員會-11-2-15-12","36",114,"關於原住民族委員會、原住民族文化發展中心部分。","歲出部分","原民會","原住民族委員會","通過","高金素梅","黃建賓;許宇甄","內政委員會","2024/11/25（內政委員會）","1734000","凍結","2024-11-25","第11屆第2會期內政委員會第12次全體委員會議","https://ppg.ly.gov.tw/ppg/sittings/2024112278/details?meetingDate=113/11/25&meetingTime=09:00-17:30&departmentCode=null",NA,"114年度原住民族委員會歲出預算第9目「原住民族教育推展-原住民族文化維護與發展經費-業務費」辦理原住民族歷史正義與轉型正義委員會歷史及和解小組調查研究計畫編列預算173萬4千元。查113年7月31日總統府新聞稿中明確表示「總統府原住民族歷史正義與轉型正義委員會完成階段性任務交棒行政院原推會持續推動原住民希望工程」，相關業務確定中止。未來的相關預算應回歸原住民族委員會本職業務，確保資源能被有效運用在原住民族事務的核心工作，才能真正達到推動原住民族文化傳承及促進原住民族權益發展的目的，爰凍結該項預算，俟原住民族委員會向立法院內政委員會提出專案報告並經同意後，始得動支。【173】","114 年度原住民族委員會歲出預算第 9 目「原住民族教育推展」編列 30 億 2,891 萬 2 千元，爰就下列各案併案凍結 3,000 萬元，俟原住民族委員會向立法院內政 委員會提出專案報告並經同意後，始得動支。","高金素梅（黃建賓、許宇甄）","0","30000000","05103610300 原住民族教育推展 > 02 原住民族文化維護與發展經費 > 子計畫","辦理原住民族歷史正義與轉型正義委員會歷史及和解小組調查研究計畫1,734千元。〈業務費〉",NA,"2000000","-266000 (-13%)","https://www.cip.gov.tw/zh-tw/news/data-list/AD87E77E23958BA0/D063800730D7E8AE005A2849869E4F36-info.html"
51,"委員會-11-2-15-12","5",114,"關於原住民族委員會、原住民族文化發展中心部分。","歲出部分","原民會","原住民族委員會","通過","張智倫;許宇甄;牛煦庭;徐巧芯;張智倫;許宇甄;牛煦庭;徐巧芯",NA,"內政委員會","2024/11/25（內政委員會）","132480000","凍結","2024-11-25","第11屆第2會期內政委員會第12次全體委員會議","https://ppg.ly.gov.tw/ppg/sittings/2024112278/details?meetingDate=113/11/25&meetingTime=09:00-17:30&departmentCode=null",NA,"第5目「原住民族住宅業務經費」編列1億3,248萬元。此預算為辦理原住民族住宅業務，惟目前原民社宅數量不足，原住民族委員會未掌握無論是都會或部落之原住民居住需求狀況，爰凍結該項預算，俟原住民族委員會針對全國原住民居住狀況進行座談與居住需求蒐集，並提出可行之解決方案，向立法院內政委員會提出專案報告並經同意後，始得動支。【105】","114 年度原住民族委員會歲出預算第 5 目「公共建設業務」編列 16 億 4,291 萬 5千元，爰就下列各案併案凍結 2,000 萬元，俟原住民族委員會向立法院內政委員 會提出專案報告並經同意後，始得動支。","張智倫、許宇甄、牛煦庭、徐巧芯","0","20000000","03703610700 公共建設業務 > 01 原住民族住宅業務經費 > 子計畫","原住民族住宅業務經費132480千元",NA,"132480000","0 (0%)","https://www.cip.gov.tw/zh-tw/news/data-list/AD87E77E23958BA0/D063800730D7E8AE005A2849869E4F36-info.html"
52,"委員會-11-2-15-12","7",114,"關於原住民族委員會、原住民族文化發展中心部分。","歲出部分","原民會","原住民族委員會","通過","徐欣瑩","高金素梅;張智倫","內政委員會","2024/11/25（內政委員會）","132480000","凍結","2024-11-25","第11屆第2會期內政委員會第12次全體委員會議","https://ppg.ly.gov.tw/ppg/sittings/2024112278/details?meetingDate=113/11/25&meetingTime=09:00-17:30&departmentCode=null",NA,"114年度原住民族委員會歲出預算第5目「公共建設業務-原住民族住宅業務經費」編列預算1億3,248萬元。部分預算為辦理「辦理經濟弱勢原住民購住宅及修繕住宅」計畫，經費預算為1億1,500萬元，績效指標為補助經濟弱勢原住民建構及修繕住宅受益戶850戶，然過去執行成果與實際作為不明，補助基準不明，爰凍結「辦理經濟弱勢原住民購住宅及修繕住宅」預算，俟原住民族委員會提出補助基準之具體方案，於2個月內，向立法院內政委員會提出專案報告並經同意後，始得動支。【107】","114 年度原住民族委員會歲出預算第 5 目「公共建設業務」編列 16 億 4,291 萬 5千元，爰就下列各案併案凍結 2,000 萬元，俟原住民族委員會向立法院內政委員 會提出專案報告並經同意後，始得動支。","徐欣瑩（高金素梅、張智倫）","0","20000000","03703610700 公共建設業務 > 01 原住民族住宅業務經費 > 子計畫","原住民族住宅業務經費132480千元",NA,"132480000","0 (0%)","https://www.cip.gov.tw/zh-tw/news/data-list/AD87E77E23958BA0/D063800730D7E8AE005A2849869E4F36-info.html"
54,"委員會-11-2-15-12","16",114,"關於原住民族委員會、原住民族文化發展中心部分。","歲出部分","原民會","原住民族委員會","通過","李柏毅;王美惠;黃捷",NA,"內政委員會","2024/11/25（內政委員會）","145830000","凍結","2024-11-25","第11屆第2會期內政委員會第12次全體委員會議","https://ppg.ly.gov.tw/ppg/sittings/2024112278/details?meetingDate=113/11/25&meetingTime=09:00-17:30&departmentCode=null",NA,"114年度原住民族委員會歲出預算第9目「原住民族教育推展-原住民族教育協調與發展經費」建構原住民族教育文化知識體系編列預算1億4,583萬元。惟經與行政院長施政總質詢，原住民族教育之推動，114年應以「原住民族學校」示範點開辦為目標，卻未見於預算書內，爰凍結該項預算，俟原住民族委員會於1個月內，向立法院內政委員會提出專案報告並經同意後，始得動支。【144】","114 年度原住民族委員會歲出預算第 9 目「原住民族教育推展」編列 30 億 2,891 萬 2 千元，爰就下列各案併案凍結 3,000 萬元，俟原住民族委員會向立法院內政 委員會提出專案報告並經同意後，始得動支。","李柏毅、王美惠、黃捷","0","30000000","05103610300 原住民族教育推展 > 01 原住民族教育協調與發展經費 > 子計畫","建構原住民族教育文化知識體系145,830千元業務費39,150千元，委辦費10,680千元，獎補助費96,000千元。〈對直轄市政府之補助7,600千元(經常門6,000千元、資本門1,600千元)，對各縣市政府之補助25,400千元(經常門22,750千元、資本門2,650千元)，對特種基金之補助63,000千元(經常門59,000千元、資本門4,000千元)〉",NA,"140830000","5000000 (+4%)","https://www.cip.gov.tw/zh-tw/news/data-list/AD87E77E23958BA0/D063800730D7E8AE005A2849869E4F36-info.html"
